sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT ( lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION X (°);ORIENTATION Y (°);ORIENTATION Z (°);PROXIMITY ( cm);ATMOSPHERIC PRESSURE (hPa);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);Satellites in range;Temperature ( °C);Level (%);Voltage (Volt);Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
9.1363;-0.6704;3.0933;8.1664;1.1179;5.3133;0.9699;-1.7883;-2.22;-0.0651;0.6933;0.0473;404.0;-74.52;111.24;48.06;34.85;-4.97;-59.51;3.1;867.51;51.85;19.520004;-96.91566;;;154.8387;0 / 0;95.2;87.0;4.073;29143;2014-11-08 13:53:36:147
8.1499;-0.4405;4.1468;8.0452;1.4722;5.4109;0.1047;-1.9127;-1.2642;-0.0651;0.6933;0.0473;404.0;-74.52;111.24;48.06;34.85;-4.97;-59.51;3.1;867.51;51.85;19.520004;-96.91566;;;154.8387;0 / 0;95.2;87.0;4.073;20372;2014-11-08 13:53:36:186
8.3222;1.2929;3.735;7.4104;4.1897;4.8686;0.9119;-2.8968;-1.1336;1.7825;0.2028;0.0119;398.0;-74.22;116.82;45.78;33.22;-18.9;-55.43;3.1;867.67;51.698;19.520004;-96.91566;;;154.8387;0 / 0;95.2;87.0;4.073;29659;2014-11-08 13:53:36:663
8.3222;1.2929;3.735;7.4104;4.1897;4.8686;0.9119;-2.8968;-1.1336;1.7825;0.2028;0.0119;418.0;-74.22;116.82;45.78;33.22;-18.9;-55.43;3.1;867.64;51.698;19.520004;-96.91566;;;154.8387;0 / 0;95.2;87.0;4.073;20892;2014-11-08 13:53:36:706
6.608;4.7405;5.612;7.3673;4.5097;4.6428;-0.6444;-1.5313;0.8543;0.1109;0.6295;-0.4475;837.0;-74.46;117.96;36.24;29.27;-27.38;-57.78;3.1;867.66;53.796;19.520004;-96.91566;;;154.8387;0 / 0;95.2;87.0;4.073;30176;2014-11-08 13:53:37:180
6.608;4.7405;5.612;7.4641;4.2851;4.7007;-0.8561;0.4554;0.9114;0.558;-0.6399;0.4047;837.0;-74.46;117.96;36.24;29.27;-27.38;-57.78;3.1;867.66;53.796;19.520004;-96.91566;;;154.8387;0 / 0;95.2;87.0;4.073;21401;2014-11-08 13:53:37:215
5.8323;5.0566;5.0757;6.0412;7.1828;2.8429;-0.2089;-2.1262;2.2328;0.6179;-0.9499;-0.1298;613.0;-73.74;116.76;26.34;27.2;-41.93;-57.75;3.1;867.54;53.525;19.520004;-96.91566;;;154.8387;0 / 0;95.2;87.0;4.073;30680;2014-11-08 13:53:37:684
8.4851;6.924;1.2258;5.0649;7.9656;2.6582;3.4202;-1.0416;-1.4324;0.8253;-2.197;-1.4499;613.0;-73.5;114.36;24.3;24.01;-47.09;-64.8;3.1;867.54;53.525;19.520004;-96.91566;;;154.8387;0 / 0;95.2;87.0;4.073;21928;2014-11-08 13:53:37:742
6.6559;7.6231;-2.059;5.3429;8.2224;-0.1251;0.0488;-1.2888;-1.4646;0.814;-1.4441;0.0153;1196.0;-73.62;106.38;22.62;26.9;-56.27;-63.59;3.1;867.64;61.481;19.520004;-96.91566;;;154.8387;0 / 0;95.2;87.0;4.073;31181;2014-11-08 13:53:38:185
6.6559;7.6231;-2.059;5.3429;8.2224;-0.1251;0.0488;-1.2888;-1.4646;0.814;-1.4441;0.0153;1196.0;-74.16;101.04;22.32;9.78;-56.98;-91.34;3.1;867.64;61.481;19.520004;-96.91566;;;154.8387;0 / 0;95.2;87.0;4.073;22428;2014-11-08 13:53:38:242
5.2577;8.7628;2.4134;4.6126;8.4531;1.8544;0.6451;0.3097;0.5589;-2.4184;4.6966;-0.3085;1492.0;-73.86;93.36;21.84;4.51;-56.64;-100.49;3.1;867.63;67.975;19.520004;-96.91566;;;154.8387;0 / 0;95.2;87.0;4.073;31695;2014-11-08 13:53:38:699
5.2577;8.7628;2.4134;4.6126;8.4531;1.8544;0.6451;0.3097;0.5589;-2.4184;4.6966;-0.3085;1492.0;-73.86;93.36;21.84;4.51;-56.64;-100.49;3.1;867.63;67.975;19.520004;-96.91566;;;154.8387;0 / 0;95.2;87.0;4.073;22933;2014-11-08 13:53:38:747
8.9639;-2.9401;9.3948;4.785;0.3861;8.5513;2.2827;-4.5712;1.3702;-1.7006;1.1322;0.1277;4624.0;-31.2;102.48;0.54;15.04;-2.26;-29.23;3.1;867.5;67.975;19.520004;-96.91566;;;154.8387;0 / 0;95.2;87.0;4.073;33011;2014-11-08 13:53:40:015
8.9639;-2.9401;9.3948;4.785;0.3861;8.5513;2.2827;-4.5712;1.3702;-1.7006;1.1322;0.1277;4624.0;-31.2;102.48;0.54;15.04;-2.26;-29.23;3.1;867.5;67.975;19.520004;-96.91566;;;154.8387;0 / 0;95.2;87.0;4.073;24204;2014-11-08 13:53:40:018
6.9719;-3.5913;7.1251;5.9611;1.1608;7.6999;1.0108;-4.7521;-0.5747;1.4639;-0.0773;-0.2022;3479.0;-37.08;135.66;9.06;15.23;-8.06;-27.34;3.1;867.68;71.754;19.5198;-96.91567;;;420.96774;0 / 0;95.2;87.0;4.073;33606;2014-11-08 13:53:40:610
6.9719;-3.5913;7.1251;5.9611;1.1608;7.6999;1.0108;-4.7521;-0.5747;1.4639;-0.0773;-0.2022;3479.0;-37.08;135.66;9.06;15.23;-8.06;-27.34;3.1;867.68;71.754;19.5198;-96.91567;;;420.96774;0 / 0;95.2;87.0;4.073;24799;2014-11-08 13:53:40:613
8.9543;2.0207;6.5122;7.2233;3.357;5.7205;1.1372;-4.171;-0.7214;1.3079;-2.6799;-0.1164;376.0;-38.52;124.44;3.3;11.87;-20.02;-51.62;3.1;867.7;50.417;19.5198;-96.91567;;;420.96774;0 / 0;95.2;87.0;4.073;34106;2014-11-08 13:53:41:110
8.9543;2.0207;6.5122;7.2233;3.357;5.7205;1.1372;-4.171;-0.7214;1.3079;-2.6799;-0.1164;376.0;-38.52;124.44;3.3;11.87;-20.02;-51.62;3.1;867.7;50.417;19.5198;-96.91567;;;420.96774;0 / 0;95.2;87.0;4.073;25300;2014-11-08 13:53:41:114
6.5984;3.4189;4.1563;7.7452;3.8757;4.6002;2.0327;-1.3378;-2.1581;-1.0449;0.8549;-0.3021;253.0;-46.44;105.3;-1.68;10.95;-23.28;-59.29;3.1;867.61;55.754;19.5198;-96.91567;;;420.96774;0 / 0;95.2;87.0;4.073;34641;2014-11-08 13:53:41:645
6.5984;3.4189;4.1563;7.7452;3.8757;4.6002;2.0327;-1.3378;-2.1581;-1.0449;0.8549;-0.3021;253.0;-46.44;105.3;-1.68;10.95;-23.28;-59.29;3.1;867.61;55.754;19.5198;-96.91567;;;420.96774;0 / 0;95.2;87.0;4.073;25836;2014-11-08 13:53:41:650
8.5521;3.6392;1.1779;7.4161;6.0324;2.1866;1.8542;-2.4028;-0.2521;0.0846;1.1545;-0.379;201.0;-54.42;95.16;0.84;8.66;-37.96;-73.57;3.1;867.6;55.387;19.5198;-96.91567;;;420.96774;0 / 0;95.2;87.0;4.073;35141;2014-11-08 13:53:42:145
8.5521;3.6392;1.1779;7.4161;6.0324;2.1866;1.8542;-2.4028;-0.2521;0.0846;1.1545;-0.379;201.0;-54.42;95.16;0.84;8.66;-37.96;-73.57;3.1;867.6;55.387;19.5198;-96.91567;;;420.96774;0 / 0;95.2;87.0;4.073;26336;2014-11-08 13:53:42:150
8.3893;4.4436;-0.8906;7.3162;6.526;-0.2351;1.5137;-1.7568;-1.0003;-0.3152;-0.0693;-0.0672;72.0;-56.76;89.76;3.78;3.95;-40.97;-86.72;3.1;867.66;46.187;19.5198;-96.91567;;;420.96774;0 / 0;95.2;87.0;4.073;35654;2014-11-08 13:53:42:658
8.3893;4.4436;-0.8906;7.3162;6.526;-0.2351;1.5137;-1.7568;-1.0003;-0.3152;-0.0693;-0.0672;72.0;-56.76;89.76;3.78;3.95;-40.97;-86.72;3.1;867.66;46.187;19.5198;-96.91567;;;420.96774;0 / 0;95.2;87.0;4.073;26847;2014-11-08 13:53:42:661
8.0158;4.1946;-1.6664;7.021;6.7928;-0.8567;0.4776;-1.966;-0.5224;0.2144;-0.3775;0.3387;72.0;-58.92;83.76;8.76;1.0;-43.84;-96.96;3.1;867.68;46.26;19.5198;-96.91567;;;420.96774;0 / 0;95.2;87.0;4.073;36178;2014-11-08 13:53:43:182
8.0158;4.1946;-1.6664;6.885;6.909;-1.0166;1.1308;-2.7143;-0.6498;0.2144;-0.3775;0.3387;72.0;-58.92;83.76;8.76;1.0;-43.84;-96.96;3.1;867.68;46.26;19.5198;-96.91567;;;420.96774;0 / 0;95.2;87.0;4.073;27372;2014-11-08 13:53:43:186
8.983;4.9608;-1.6568;6.754;7.0135;-1.1684;1.7502;-2.0527;-0.1245;-0.0892;-0.1533;0.1133;75.0;-59.52;79.56;11.7;0.92;-45.66;-99.81;3.1;867.71;59.572;19.5198;-96.91567;;;420.96774;0 / 0;95.2;87.0;4.073;36704;2014-11-08 13:53:43:708
8.983;4.9608;-1.6568;6.754;7.0135;-1.1684;1.7502;-2.0527;-0.1245;-0.0892;-0.1533;0.1133;75.0;-59.52;79.56;11.7;0.92;-45.66;-99.81;3.1;867.71;59.572;19.5198;-96.91567;;;420.96774;0 / 0;95.2;87.0;4.073;27897;2014-11-08 13:53:43:711
8.667;4.7405;-1.8004;6.8945;6.8694;-1.203;1.3702;-2.2055;-0.5495;0.015;-0.1097;0.1081;73.0;-59.52;78.6;11.58;0.87;-44.47;-99.9;3.1;867.65;62.232;19.5198;-96.91567;;;420.96774;0 / 0;95.2;87.0;4.073;37235;2014-11-08 13:53:44:239
8.667;4.7405;-1.8004;6.8945;6.8694;-1.203;1.3702;-2.2055;-0.5495;0.015;-0.1097;0.1081;73.0;-59.52;78.6;11.58;0.87;-44.47;-99.9;3.1;867.65;62.232;19.5198;-96.91567;;;420.96774;0 / 0;95.2;87.0;4.073;28428;2014-11-08 13:53:44:242
8.2265;4.9799;-1.8292;6.843;6.8793;-1.421;1.5176;-2.158;-0.5231;-0.1836;-0.2645;-0.0247;78.0;-59.94;78.96;11.82;359.74;-44.55;-101.73;3.1;867.72;49.411;19.5198;-96.91567;;;420.96774;0 / 0;95.2;87.0;4.073;37735;2014-11-08 13:53:44:739
8.2265;4.9799;-1.8292;6.843;6.8793;-1.421;1.5176;-2.158;-0.5231;-0.1836;-0.2645;-0.0247;78.0;-59.94;78.96;11.82;359.74;-44.55;-101.73;3.1;867.72;49.411;19.5198;-96.91567;;;420.96774;0 / 0;95.2;87.0;4.073;28928;2014-11-08 13:53:44:742
8.2935;5.5162;-1.5419;6.5491;7.23;-1.0037;1.6394;-2.1074;-0.3478;-0.3051;-0.2508;0.0397;69.0;-60.06;79.44;11.76;1.13;-46.77;-99.49;3.1;867.73;57.211;19.5198;-96.91567;;;420.96774;0 / 0;95.2;87.0;4.073;38236;2014-11-08 13:53:45:240
8.2935;5.5162;-1.5419;6.5491;7.23;-1.0037;1.6394;-2.1074;-0.3478;-0.3051;-0.2508;0.0397;69.0;-60.06;79.44;11.76;1.13;-46.77;-99.49;3.1;867.73;57.211;19.5198;-96.91567;;;420.96774;0 / 0;95.2;87.0;4.073;29429;2014-11-08 13:53:45:243
8.2456;5.2864;-2.1644;6.5074;7.2065;-1.3746;1.3145;-1.8124;-0.6961;0.1695;0.1396;0.2019;45.0;-61.32;82.2;11.46;358.95;-47.3;-101.93;3.1;867.67;69.562;19.5198;-96.91567;;;420.96774;0 / 0;95.2;87.0;4.073;38742;2014-11-08 13:53:45:746
8.2456;5.2864;-2.1644;6.5074;7.2065;-1.3746;1.3145;-1.8124;-0.6961;0.1695;0.1396;0.2019;45.0;-61.32;82.2;11.46;358.95;-47.3;-101.93;3.1;867.67;69.562;19.5198;-96.91567;;;420.96774;0 / 0;95.2;87.0;4.073;29935;2014-11-08 13:53:45:749
8.4276;4.9704;-1.9345;6.4915;7.1865;-1.5444;1.9361;-2.2161;-0.3901;0.1335;-0.0046;-0.0809;40.0;-62.46;83.52;11.28;357.67;-46.91;-103.89;3.1;867.66;71.72;19.5198;-96.91567;;;420.96774;0 / 0;95.2;87.0;4.073;39274;2014-11-08 13:53:46:278
8.4276;4.9704;-1.9345;6.4915;7.1865;-1.5444;1.9361;-2.2161;-0.3901;0.1335;-0.0046;-0.0809;40.0;-62.46;83.52;11.28;357.67;-46.91;-103.89;3.1;867.66;71.72;19.5198;-96.91567;;;420.96774;0 / 0;95.2;87.0;4.073;30467;2014-11-08 13:53:46:281
8.4467;4.7309;-1.7717;6.5716;7.1232;-1.4979;1.9805;-2.2295;-0.5324;-0.0538;-0.1155;0.1298;31.0;-62.34;82.86;10.8;358.3;-46.58;-102.84;3.1;867.74;71.533;19.5198;-96.91567;;;420.96774;0 / 0;95.2;87.0;4.073;39774;2014-11-08 13:53:46:778
8.4467;4.7309;-1.7717;6.5716;7.1232;-1.4979;1.9805;-2.2295;-0.5324;-0.0538;-0.1155;0.1298;31.0;-62.34;82.86;10.8;358.3;-46.58;-102.84;3.1;867.74;71.533;19.5198;-96.91567;;;420.96774;0 / 0;95.2;87.0;4.073;30967;2014-11-08 13:53:46:781
8.5425;4.6352;-1.7621;6.71;6.9948;-1.4895;1.775;-2.3788;-0.2918;-0.0125;0.0177;0.0391;32.0;-62.16;82.8;10.92;358.45;-45.68;-102.61;3.1;867.67;70.171;19.5198;-96.91567;;;420.96774;0 / 0;95.2;87.0;4.073;40312;2014-11-08 13:53:47:316
8.5425;4.6352;-1.7621;6.71;6.9948;-1.4895;1.775;-2.3788;-0.2918;-0.0125;0.0177;0.0391;32.0;-62.16;82.8;10.92;358.45;-45.68;-102.61;3.1;867.67;70.171;19.5198;-96.91567;;;420.96774;0 / 0;95.2;87.0;4.073;31509;2014-11-08 13:53:47:323
8.0254;4.1946;-1.494;6.6885;7.0309;-1.4148;1.6625;-2.2329;-0.4144;-0.0483;0.1973;0.0632;38.0;-62.58;83.22;11.4;356.94;-45.96;-104.88;3.1;867.7;70.761;19.5198;-96.91567;;;420.96774;0 / 0;95.2;87.0;4.073;40820;2014-11-08 13:53:47:824
8.0254;4.1946;-1.494;6.6885;7.0309;-1.4148;1.6625;-2.2329;-0.4144;-0.0483;0.1973;0.0632;38.0;-62.58;83.22;11.4;356.94;-45.96;-104.88;3.1;867.7;70.761;19.5198;-96.91567;;;420.96774;0 / 0;95.2;87.0;4.073;32013;2014-11-08 13:53:47:827
8.4755;4.8842;-4.6064;6.1524;7.0172;-3.0129;1.7293;-2.4969;-0.1187;0.8906;-0.4267;-0.208;80.0;-63.0;82.08;12.72;355.47;-45.9;-108.94;3.1;867.76;65.781;19.5198;-96.91567;;;420.96774;0 / 0;95.2;87.0;4.073;41360;2014-11-08 13:53:48:364
8.4755;4.8842;-4.6064;6.1524;7.0172;-3.0129;1.7293;-2.4969;-0.1187;0.8906;-0.4267;-0.208;80.0;-63.0;82.08;12.72;355.47;-45.9;-108.94;3.1;867.76;65.781;19.5198;-96.91567;;;420.96774;0 / 0;95.2;87.0;4.073;32554;2014-11-08 13:53:48:368
6.5697;4.4915;-1.9441;5.4179;7.6908;-2.7692;1.4678;-2.0021;-2.5651;-2.6597;-0.3952;1.1054;38.0;-62.4;76.92;16.98;346.47;-48.86;-126.35;3.1;867.57;64.268;19.5198;-96.91567;;;420.96774;0 / 0;95.2;87.0;4.073;41887;2014-11-08 13:53:48:891
6.5697;4.4915;-1.9441;5.4179;7.6908;-2.7692;1.4678;-2.0021;-2.5651;-2.6597;-0.3952;1.1054;38.0;-62.4;76.92;16.98;346.47;-48.86;-126.35;3.1;867.57;64.268;19.5198;-96.91567;;;420.96774;0 / 0;95.2;87.0;4.073;33082;2014-11-08 13:53:48:896
12.0476;0.2107;0.067;8.2896;5.2331;0.2612;5.3478;-1.9387;-0.8549;-0.8024;2.7776;0.241;30.0;-63.54;82.74;15.12;1.18;-39.65;-101.29;3.1;867.71;61.529;19.5198;-96.91567;;;420.96774;0 / 0;95.2;87.0;4.073;42428;2014-11-08 13:53:49:432
12.0476;0.2107;0.067;8.2896;5.2331;0.2612;5.3478;-1.9387;-0.8549;-0.8024;2.7776;0.241;30.0;-63.54;82.74;15.12;1.18;-39.65;-101.29;3.1;867.71;61.529;19.5198;-96.91567;;;420.96774;0 / 0;95.2;87.0;4.073;33624;2014-11-08 13:53:49:438
7.1922;3.1412;0.2203;8.9328;3.7558;1.5065;-1.6736;-0.8732;-1.4395;-0.803;-0.1735;-0.1943;414.0;-62.76;100.62;6.36;6.23;-21.82;-83.81;3.1;867.59;72.051;19.5198;-96.91567;;;420.96774;0 / 0;95.2;87.0;4.073;42955;2014-11-08 13:53:49:959
7.1922;3.1412;0.2203;8.9328;3.7558;1.5065;-1.6736;-0.8732;-1.4395;-0.803;-0.1735;-0.1943;414.0;-62.76;100.62;6.36;6.23;-21.82;-83.81;3.1;867.59;72.051;19.5198;-96.91567;;;420.96774;0 / 0;95.2;87.0;4.073;34149;2014-11-08 13:53:49:963
10.4962;-1.1205;3.7828;8.9881;3.3514;2.0376;-1.4991;-3.179;1.094;-0.7685;-0.7208;1.0699;811.0;-60.42;114.96;5.46;6.82;-27.25;-79.93;3.1;867.64;59.124;19.5198;-96.91567;;;420.96774;0 / 0;95.2;87.0;4.073;43493;2014-11-08 13:53:50:497
10.4962;-1.1205;3.7828;8.9881;3.3514;2.0376;-1.4991;-3.179;1.094;-0.7685;-0.7208;1.0699;811.0;-60.42;114.96;5.46;6.82;-27.25;-79.93;3.1;867.64;59.124;19.5198;-96.91567;;;420.96774;0 / 0;95.2;87.0;4.073;34688;2014-11-08 13:53:50:502
8.6191;-2.0877;6.1866;8.9017;2.8617;2.9565;-1.0104;-4.2791;0.3188;-2.0058;0.5098;-1.2627;1278.0;-58.02;125.64;8.88;11.82;-13.56;-70.14;3.1;867.69;59.102;19.5198;-96.91567;;;420.96774;0 / 0;95.2;87.0;4.073;44028;2014-11-08 13:53:51:032
8.6191;-2.0877;6.1866;8.9017;2.8617;2.9565;-1.0104;-4.2791;0.3188;-2.0058;0.5098;-1.2627;1278.0;-58.02;125.64;8.88;11.82;-13.56;-70.14;3.1;867.69;59.102;19.5198;-96.91567;;;420.96774;0 / 0;95.2;87.0;4.073;35222;2014-11-08 13:53:51:036
6.2537;2.557;4.2425;7.7014;3.3885;5.0375;-0.4805;-0.458;0.3063;2.2394;0.2908;1.2697;1648.0;-50.46;119.34;3.0;14.07;-19.41;-54.64;3.1;867.61;67.045;19.5198;-96.91567;;;420.96774;0 / 0;95.2;87.0;4.073;44561;2014-11-08 13:53:51:565
6.2537;2.557;4.2425;7.7014;3.3885;5.0375;-0.4805;-0.458;0.3063;2.2394;0.2908;1.2697;1648.0;-50.46;119.34;3.0;14.07;-19.41;-54.64;3.1;867.61;67.045;19.5198;-96.91567;;;420.96774;0 / 0;95.2;87.0;4.073;35755;2014-11-08 13:53:51:569
7.5465;3.3327;2.3846;6.8599;5.0089;4.9013;2.4104;-2.0209;-1.3675;0.5229;0.5122;-0.3888;1188.0;-43.68;93.96;-1.14;13.35;-28.0;-55.93;3.1;867.66;67.523;19.5198;-96.91567;;;420.96774;0 / 0;95.2;87.0;4.073;45089;2014-11-08 13:53:52:093
7.5465;3.3327;2.3846;6.8599;5.0089;4.9013;2.4104;-2.0209;-1.3675;0.5229;0.5122;-0.3888;1188.0;-43.68;93.96;-1.14;13.35;-28.0;-55.93;3.1;867.66;67.523;19.5198;-96.91567;;;420.96774;0 / 0;95.2;87.0;4.073;36284;2014-11-08 13:53:52:098
6.426;4.0989;4.7118;5.9431;5.5396;5.492;1.1724;-0.9427;-0.1673;0.3571;0.5171;0.3619;2230.0;-37.02;76.98;2.16;18.58;-36.39;-48.35;3.1;867.59;70.825;19.5198;-96.91567;;;420.96774;0 / 0;95.2;87.0;4.073;45619;2014-11-08 13:53:52:623
7.422;5.1619;6.7995;5.9431;5.5396;5.492;1.1724;-0.9427;-0.1673;0.3571;0.5171;0.3619;2230.0;-37.02;76.98;2.16;18.58;-36.39;-48.35;3.1;867.59;70.825;19.5198;-96.91567;;;420.96774;0 / 0;95.2;87.0;4.073;36813;2014-11-08 13:53:52:627
5.0757;4.3287;6.1004;5.0898;6.0705;5.7804;-0.4451;-1.9908;0.2147;-0.0925;0.5638;-0.1533;2927.0;-32.82;71.64;7.32;22.37;-37.79;-45.52;3.1;867.6;53.153;19.5198;-96.91567;;;420.96774;0 / 0;95.2;87.0;4.073;46129;2014-11-08 13:53:53:133
5.0853;4.2138;5.9855;5.0898;6.0705;5.7804;-0.4451;-1.9908;0.2147;-0.0925;0.5638;-0.1533;2927.0;-32.82;71.64;7.32;22.37;-37.79;-45.52;3.1;867.6;53.153;19.5198;-96.91567;;;420.96774;0 / 0;95.2;87.0;4.073;37350;2014-11-08 13:53:53:164
6.5218;4.8076;6.2249;4.5482;6.2119;6.0743;1.5235;-0.7339;-0.6347;0.0574;-0.5678;-0.2654;3155.0;-31.98;67.86;11.94;29.21;-39.3;-36.82;3.1;867.62;67.365;19.5198;-96.91567;;;420.96774;0 / 0;95.2;87.0;4.073;46631;2014-11-08 13:53:53:635
6.5218;4.8076;6.2249;4.625;6.0427;6.1859;2.3948;-3.0835;0.3934;-0.9435;-0.0867;-0.5544;3048.0;-31.98;67.86;11.94;29.21;-39.3;-36.82;3.1;867.62;67.365;19.5198;-96.91567;;;420.96774;0 / 0;95.2;87.0;4.073;37868;2014-11-08 13:53:53:682
5.8419;4.118;5.7652;5.7535;4.0894;6.8077;0.2225;-0.2204;-1.3872;-1.2932;-0.6457;-1.23;2605.0;-29.64;71.7;9.42;22.12;-24.65;-40.2;3.1;867.49;48.92;19.5198;-96.91567;;;420.96774;0 / 0;95.2;87.0;4.073;47136;2014-11-08 13:53:54:140
5.8419;4.118;5.7652;5.7535;4.0894;6.8077;0.2225;-0.2204;-1.3872;-1.2932;-0.6457;-1.23;2605.0;-29.64;71.7;9.42;22.12;-24.65;-40.2;3.1;867.49;48.92;19.5198;-96.91567;;;420.96774;0 / 0;95.2;87.0;4.073;38369;2014-11-08 13:53:54:183
6.3303;3.984;3.6009;5.4577;6.4523;4.9751;1.6483;-2.1523;0.273;1.6768;-0.1179;-0.3009;2284.0;-30.6;83.28;2.46;16.26;-41.14;-47.65;3.1;867.53;59.671;19.5198;-96.91567;;;420.96774;0 / 0;95.2;87.0;4.073;47644;2014-11-08 13:53:54:648
6.3303;3.984;3.6009;5.4577;6.4523;4.9751;1.6483;-2.1523;0.273;1.6768;-0.1179;-0.3009;871.0;-30.6;83.28;2.46;16.26;-41.14;-47.65;3.1;867.53;59.671;19.5198;-96.91567;;;420.96774;0 / 0;95.2;87.0;4.073;38875;2014-11-08 13:53:54:689
5.861;6.11;4.3287;4.2173;7.858;4.0789;0.4083;-1.7863;0.4892;-1.7581;-0.3192;-2.2126;1316.0;-34.98;86.88;0.84;13.62;-51.03;-59.12;3.1;867.56;72.5;19.5198;-96.91567;;;420.96774;0 / 0;95.2;87.0;4.073;48155;2014-11-08 13:53:55:159
3.8786;6.1387;4.7214;4.2173;7.858;4.0789;0.4083;-1.7863;0.4892;-1.7581;-0.3192;-2.2126;1316.0;-36.36;88.38;0.3;18.83;-53.25;-45.96;3.1;867.56;72.5;19.5198;-96.91567;;;420.96774;0 / 0;95.2;87.0;4.073;39394;2014-11-08 13:53:55:208
1.8771;8.7436;5.6216;5.2628;5.7527;5.9481;-2.9548;2.3397;-1.3034;0.4569;-0.1231;-0.1686;3523.0;-39.9;101.28;-1.92;16.25;-35.92;-41.5;3.1;867.58;57.291;19.5198;-96.91567;;;420.96774;0 / 0;95.2;87.0;4.073;49099;2014-11-08 13:53:56:103
1.8771;8.7436;5.6216;5.2628;5.7527;5.9481;-2.9548;2.3397;-1.3034;0.4569;-0.1231;-0.1686;3523.0;-39.9;101.28;-1.92;16.25;-35.92;-41.5;3.1;867.58;57.291;19.5198;-96.91567;;;420.96774;0 / 0;95.2;87.0;4.073;40292;2014-11-08 13:53:56:106
6.8091;5.4013;-1.5323;9.2574;2.4391;2.1264;-4.5326;2.9198;-1.6749;2.3592;-3.0336;3.0693;514.0;-43.5;99.6;-0.12;17.19;-31.58;-43.57;3.1;867.68;75.185;19.5198;-96.91567;;;420.96774;0 / 0;95.2;87.0;4.073;49667;2014-11-08 13:53:56:671
6.8091;5.4013;-1.5323;9.2574;2.4391;2.1264;-4.5326;2.9198;-1.6749;2.3592;-3.0336;3.0693;514.0;-43.5;99.6;-0.12;17.19;-31.58;-43.57;3.1;867.68;75.185;19.5198;-96.91567;;;420.96774;0 / 0;95.2;87.0;4.073;40861;2014-11-08 13:53:56:675
3.5243;4.5011;7.2305;5.1104;5.4409;6.3601;-1.5861;-0.9398;0.8704;-0.7065;1.0962;0.9068;411.0;-57.36;101.28;10.44;357.15;-17.92;-105.57;3.1;867.7;66.921;19.5198;-96.91567;;;420.96774;0 / 0;95.2;87.0;4.073;50782;2014-11-08 13:53:57:786
3.5243;4.5011;7.2305;5.1104;5.4409;6.3601;-1.5861;-0.9398;0.8704;-0.7065;1.0962;0.9068;411.0;-57.36;101.28;10.44;357.15;-17.92;-105.57;3.1;867.7;66.921;19.5198;-96.91567;;;420.96774;0 / 0;95.2;87.0;4.073;41974;2014-11-08 13:53:57:788
2.8826;0.431;7.9966;2.771;3.3511;8.7899;0.1116;-2.9202;-0.7932;-0.9248;-0.3806;1.2953;4173.0;-36.12;106.8;2.7;18.68;-25.93;-23.39;3.1;867.58;56.77;19.5198;-96.91567;;;420.96774;0 / 0;95.2;87.0;4.073;51284;2014-11-08 13:53:58:288
2.8826;0.431;7.9966;2.771;3.3511;8.7899;0.1116;-2.9202;-0.7932;-0.9248;-0.3806;1.2953;4173.0;-36.12;106.8;2.7;18.68;-25.93;-23.39;3.1;867.58;56.77;19.5198;-96.91567;;;420.96774;0 / 0;95.2;87.0;4.073;42477;2014-11-08 13:53:58:291
3.0167;-1.3695;9.8737;2.8104;4.0286;8.4878;0.2063;-5.3981;1.3859;2.1945;-0.2111;-0.1469;2727.0;-20.76;111.06;1.5;11.28;-24.26;-18.32;3.1;867.61;60.83;19.5198;-96.91567;;;420.96774;0 / 0;95.2;87.0;4.073;51792;2014-11-08 13:53:58:796
3.0167;-1.3695;9.8737;2.8104;4.0286;8.4878;0.2063;-5.3981;1.3859;2.1945;-0.2111;-0.1469;2727.0;-20.76;111.06;1.5;11.28;-24.26;-18.32;3.1;867.61;60.83;19.5198;-96.91567;;;420.96774;0 / 0;95.2;87.0;4.073;42987;2014-11-08 13:53:58:801
4.8842;2.6815;6.675;4.3739;4.8263;7.3312;0.5102;-2.1448;-0.6561;-0.1674;0.4172;0.0525;1600.0;-23.34;108.72;0.72;11.0;-26.48;-32.42;3.1;867.73;73.718;19.5198;-96.91567;;;420.96774;0 / 0;95.2;87.0;4.073;52305;2014-11-08 13:53:59:309
4.8842;2.6815;6.675;4.3739;4.8263;7.3312;0.5102;-2.1448;-0.6561;-0.1674;0.4172;0.0525;1600.0;-23.34;108.72;0.72;11.0;-26.48;-32.42;3.1;867.73;73.718;19.5198;-96.91567;;;420.96774;0 / 0;95.2;87.0;4.073;43499;2014-11-08 13:53:59:313
